2,3,4,5,6
21.79,10.13,6.00,4.10,2.96
21.50,10.30,6.02,4.08,2.96
21.75,10.17,6.07,4.04,2.96
22.04,10.24,5.91,3.98,2.95
21.71,10.19,6.07,4.02,2.95
21.77,10.03,6.03,4.07,3.13
22.03,9.81,5.84,3.98,2.91
21.79,9.88,5.84,4.02,2.83
21.44,10.03,6.04,4.01,2.89
21.66,9.94,5.84,3.96,2.95
